"id","name","year"
"tt0460989","The Wind That Shakes the Barley","2006"
"tt0120324","A Simple Plan","1998"
"tt0074860","Marathon Man","1976"
"tt0108002","Rudy","1993"
"tt1038988","[Rec]","2007"
"tt0103939","Chaplin","1992"
"tt0446029","Scott Pilgrim vs. the World","2010"
"tt0119396","Jackie Brown","1997"
"tt0174856","The Hurricane","1999"
"tt0069704","American Graffiti","1973"
"tt0464141","The Orphanage","2007"
"tt2334649","Fruitvale Station","2013"
"tt0049470","The Man Who Knew Too Much","1956"
"tt0396171","Perfume: The Story of a Murderer","2006"
"tt0119349","The Ice Storm","1997"
"tt0390221","Maria Full of Grace","2004"
"tt0217505","Gangs of New York","2002"
"tt0446755","The Painted Veil","2006"
"tt1117385","Felon","2008"
"tt0097958","Christmas Vacation","1989"
"tt0093870","RoboCop","1987"
"tt0117665","Sleepers","1996"
"tt0918927","Doubt","2008"
"tt0110932","Quiz Show","1994"
"tt0290334","X2","2003"
"tt0404030","Everything Is Illuminated","2005"
"tt0048728","To Catch a Thief","1955"
"tt0349825","Miracle","2004"
"tt0073802","Three Days of the Condor","1975"
"tt0387131","The Constant Gardener","2005"
"tt0289992","The Life of David Gale","2003"
"tt0107554","Menace II Society","1993"
"tt0120789","Pleasantville","1998"
"tt1276104","Looper","2012"
"tt2053425","Rust and Bone","2012"
"tt0087800","A Nightmare on Elm Street","1984"
"tt0408236","Sweeney Todd: The Demon Barber of Fleet Street","2007"
"tt0138704","Pi","1998"
"tt1515091","Sherlock Holmes: A Game of Shadows","2011"
"tt0218839","Best in Show","2000"
"tt0213847","Malèna","2000"
"tt0110005","Heavenly Creatures","1994"
"tt1242460","We Need to Talk About Kevin","2011"
"tt0091064","The Fly","1986"
"tt0399146","A History of Violence","2005"
"tt0112579","The Bridges of Madison County","1995"
"tt0118789","Buffalo '66","1998"
"tt0072271","The Texas Chain Saw Massacre","1974"
"tt0256009","The Devil's Backbone","2001"
"tt0316356","Open Range","2003"
"tt1935179","Mud","2012"
"tt0162346","Ghost World","2001"
"tt0419294","The Three Burials of Melquiades Estrada","2005"
"tt0463998","Freedom Writers","2007"
"tt0109045","The Adventures of Priscilla, Queen of the Desert","1994"
"tt0359950","The Secret Life of Walter Mitty","2013"
"tt0107808","A Perfect World","1993"
"tt0421238","The Proposition","2005"
"tt0247425","In the Bedroom","2001"
"tt1226774","In the Loop","2009"
"tt0338751","The Aviator","2004"
"tt0057076","From Russia with Love","1963"
"tt1800241","American Hustle","2013"
"tt0449467","Babel","2006"
"tt0424345","Clerks II","2006"
"tt1193138","Up in the Air","2009"
"tt0090329","Witness","1985"
"tt0393109","Brick","2005"
"tt0100802","Total Recall","1990"
"tt1164999","Biutiful","2010"
"tt0407265","Transamerica","2005"
"tt0945513","Source Code","2011"
"tt0091530","The Mission","1986"
"tt0104952","My Cousin Vinny","1992"
"tt0110322","Legends of the Fall","1994"
"tt0098258","Say Anything...","1989"
"tt0212712","2046","2004"
"tt0465551","Notes on a Scandal","2006"
"tt0445922","Across the Universe","2007"
"tt0062765","Bullitt","1968"
"tt0076786","Suspiria","1977"
"tt0443272","Lincoln","2012"
"tt0404390","Running Scared","2006"
"tt0070379","Mean Streets","1973"
"tt0118971","The Devil's Advocate","1997"
"tt1570728","Crazy, Stupid, Love.","2011"
"tt0103874","Dracula","1992"
"tt0125664","Man on the Moon","1999"
"tt0093822","Raising Arizona","1987"
"tt0107616","Much Ado About Nothing","1993"
"tt0275491","Bad Education","2004"
"tt0115736","Bound","1996"
"tt1675192","Take Shelter","2011"
"tt0162661","Sleepy Hollow","1999"
"tt0086465","Trading Places","1983"
"tt0082348","Excalibur","1981"
"tt0117802","Swingers","1996"
"tt0091369","Labyrinth","1986"
"tt0119683","Les Misérables","1998"
"tt0297884","Far from Heaven","2002"
"tt0417741","Harry Potter and the Half-Blood Prince","2009"
"tt1790885","Zero Dark Thirty","2012"
"tt0825232","The Bucket List","2007"
"tt0043274","Alice in Wonderland","1951"
"tt1727388","The Way Way Back","2013"
"tt0086425","Terms of Endearment","1983"
"tt0100263","La Femme Nikita","1990"
"tt0088323","The NeverEnding Story","1984"
"tt0119229","Grosse Pointe Blank","1997"
"tt0094721","Beetlejuice","1988"
"tt0097239","Driving Miss Daisy","1989"
"tt0410097","Hustle & Flow","2005"
"tt0065126","True Grit","1969"
"tt1131729","Pirate Radio","2009"
"tt0075784","A Bridge Too Far","1977"
"tt0074486","Eraserhead","1977"
"tt0301199","Dirty Pretty Things","2002"
"tt1120985","Blue Valentine","2010"
"tt0185014","Wonder Boys","2000"
"tt0379725","Capote","2005"
"tt0373889","Harry Potter and the Order of the Phoenix","2007"
"tt0106307","Arizona Dream","1992"
"tt0116209","The English Patient","1996"
"tt0436697","The Queen","2006"
"tt0241527","Harry Potter and the Sorcerer's Stone","2001"
"tt0085995","National Lampoon's Vacation","1983"
"tt0118954","Deconstructing Harry","1997"
"tt0118842","Chasing Amy","1997"
"tt1078588","My Sister's Keeper","2009"
"tt0120903","X-Men","2000"
"tt0363547","Dawn of the Dead","2004"
"tt0367089","The Squid and the Whale","2005"
"tt0425637","Red Cliff","2008"
"tt2334873","Blue Jasmine","2013"
"tt0034492","Bambi","1942"
"tt1322269","August: Osage County","2013"
"tt0124315","The Cider House Rules","1999"
"tt0084516","Poltergeist","1982"
"tt0121164","Corpse Bride","2005"
"tt0117500","The Rock","1996"
"tt0795368","Death at a Funeral","2007"
"tt0120679","Frida","2002"
"tt0477139","Wristcutters: A Love Story","2006"
"tt0316654","Spider-Man 2","2004"
"tt0084805","Tootsie","1982"
"tt0780571","Mr. Brooks","2007"
"tt0311113","Master and Commander: The Far Side of the World","2003"
"tt1219289","Limitless","2011"
"tt0375912","Layer Cake","2004"
"tt0290673","Irreversible","2002"
"tt0111149","Shallow Grave","1994"
"tt0983193","The Adventures of Tintin","2011"
"tt0069995","Don't Look Now","1973"
"tt0123755","Cube","1997"
"tt0094291","Wall Street","1987"
"tt0805564","Lars and the Real Girl","2007"
"tt0128442","Rounders","1998"
"tt0097493","Heathers","1988"
"tt1197624","Law Abiding Citizen","2009"
"tt0074285","Carrie","1976"
"tt0462504","Rescue Dawn","2006"
"tt0064276","Easy Rider","1969"
"tt1817273","The Place Beyond the Pines","2012"
"tt0099785","Home Alone","1990"
"tt0254686","The Piano Teacher","2001"
"tt1458175","The Next Three Days","2010"
"tt0415978","Me and You and Everyone We Know","2005"
"tt0080487","Caddyshack","1980"
"tt1190536","Black Dynamite","2009"
"tt1033575","The Descendants","2011"
"tt1229822","Jane Eyre","2011"
"tt0180073","Quills","2000"
"tt0077745","Invasion of the Body Snatchers","1978"
"tt0099088","Back to the Future Part III","1990"
"tt0414993","The Fountain","2006"
"tt0401711","Paris, je t'aime","2006"
"tt0120655","Dogma","1999"
"tt0118884","Contact","1997"
"tt0354899","The Science of Sleep","2006"
"tt0959337","Revolutionary Road","2008"
"tt1057500","Invictus","2009"
"tt0053285","Sleeping Beauty","1959"
"tt0092563","Angel Heart","1987"
"tt1229238","Mission: Impossible - Ghost Protocol","2011"
"tt0383028","Synecdoche, New York","2008"
"tt0103074","Thelma & Louise","1991"
"tt0329575","Seabiscuit","2003"
"tt0110074","The Hudsucker Proxy","1994"
"tt0117913","A Time to Kill","1996"
"tt0078346","Superman","1978"
"tt0272152","K-PAX","2001"
"tt0264616","Frailty","2001"
"tt1023114","The Way Back","2010"
"tt0272338","Punch-Drunk Love","2002"
"tt0186151","Frequency","2000"
"tt0376541","Closer","2004"
"tt0443453","Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan","2006"
"tt1263670","Crazy Heart","2009"
"tt1189340","The Lincoln Lawyer","2011"
"tt0104036","The Crying Game","1992"
"tt1032755","RocknRolla","2008"
"tt0465538","Michael Clayton","2007"
"tt0325805","Matchstick Men","2003"
"tt0070707","Sleeper","1973"
"tt0134119","The Talented Mr. Ripley","1999"
"tt1174732","An Education","2009"
"tt0086541","Videodrome","1983"
"tt0033563","Dumbo","1941"
"tt0101540","Cape Fear","1991"
"tt0086960","Beverly Hills Cop","1984"
